student_id,status,is_dropout,program_studi,jalur_masuk,status_pernikahan,jenis_kelamin,kelas,usia_saat_daftar,kelompok_usia,status_spp,punya_tunggakan,penerima_beasiswa,mahasiswa_displaced,nilai_masuk,nilai_pendidikan_sebelumnya,mk_diambil_sem1,mk_lulus_sem1,nilai_sem1,mk_diambil_sem2,mk_lulus_sem2,nilai_sem2,rasio_kelulusan_mk_sem1,rasio_kelulusan_mk_sem2,skor_risiko_dropout,sumber_skor,prediksi_berisiko,kategori_risiko
JJI-02342,Enrolled,,Informatics Engineering,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,133.1,139.0,5,4,12.5,5,3,14.67,0.8,0.6,0.7068,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02343,Graduate,0.0,Agronomy,Pindah program studi,Lajang,Laki-laki,Siang,35,28-35 th,Lunas,Tidak,Tidak,Tidak,150.0,150.0,18,18,11.67,13,12,11.5,1.0,0.923,0.0939,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02344,Graduate,0.0,Management (kelas malam),Fase 2 - kuota umum,Lajang,Laki-laki,Malam,23,21-23 th,Lunas,Tidak,Tidak,Tidak,118.5,116.0,5,4,13.0,5,5,13.0,0.8,1.0,0.2672,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02345,Graduate,0.0,Nursing,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,131.1,130.0,7,7,12.12,9,8,11.51,1.0,0.889,0.1714,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02346,Graduate,0.0,Veterinary Nursing,Pemegang diploma short cycle,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Ya,Ya,150.3,150.0,11,9,14.22,9,7,13.75,0.818,0.778,0.2518,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02347,Enrolled,,Advertising & Marketing Management,Pindah program studi,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,120.5,132.0,6,4,12.5,6,4,13.25,0.667,0.667,0.7002,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02348,Graduate,0.0,Informatics Engineering,Fase 3 - kuota umum,Lajang,Laki-laki,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,105.6,108.0,5,5,12.17,5,5,15.29,1.0,1.0,0.2543,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02349,Dropout,1.0,Advertising & Marketing Management,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,30,28-35 th,Lunas,Tidak,Ya,Tidak,125.3,133.1,6,0,0.0,6,0,0.0,0.0,0.0,0.9907,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02350,Graduate,0.0,Tourism,Usia di atas 23 tahun,Bercerai,Laki-laki,Siang,44,>35 th,Lunas,Tidak,Tidak,Ya,131.0,120.0,6,6,12.67,6,6,11.5,1.0,1.0,0.2203,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02351,Graduate,0.0,Nursing,Fase 3 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,127.0,146.0,8,7,13.61,8,7,13.61,0.875,0.875,0.1569,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02352,Graduate,0.0,Equinculture,Pemegang diploma spesialisasi teknologi,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,150.0,150.0,18,12,12.86,12,10,14.3,0.667,0.833,0.7473,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02353,Graduate,0.0,Equinculture,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,149.2,160.0,5,4,14.0,5,5,14.2,0.8,1.0,0.1929,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02354,Graduate,0.0,Advertising & Marketing Management,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Ya,Ya,121.5,125.0,6,4,14.75,6,5,11.8,0.667,0.833,0.3439,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02355,Dropout,1.0,Veterinary Nursing,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,137.3,125.0,6,0,0.0,6,0,0.0,0.0,0.0,0.9903,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02356,Graduate,0.0,Advertising & Marketing Management,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,119.6,122.0,6,6,13.62,6,6,14.29,1.0,1.0,0.138,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02357,Graduate,0.0,Animation & Multimedia Design,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,141.5,138.0,0,0,0.0,0,0,0.0,,,0.5557,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02358,Dropout,1.0,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Tidak,Ya,150.0,150.0,6,4,11.8,6,4,11.88,0.667,0.667,0.5906,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02359,Graduate,0.0,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,31,28-35 th,Lunas,Tidak,Tidak,Tidak,110.0,140.0,6,6,15.12,6,6,14.6,1.0,1.0,0.1575,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02360,Dropout,1.0,Tourism,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Tidak,Ya,110.2,113.0,6,4,11.5,6,2,10.5,0.667,0.333,0.9117,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02361,Enrolled,,Informatics Engineering,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,24,24-27 th,Lunas,Ya,Tidak,Tidak,110.3,139.0,5,1,10.0,5,1,11.0,0.2,0.2,0.9927,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02362,Dropout,1.0,Journalism & Communication,Transfer,Lajang,Laki-laki,Siang,27,24-27 th,Lunas,Tidak,Tidak,Tidak,120.0,133.1,4,0,0.0,5,0,0.0,0.0,0.0,0.9963,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02363,Graduate,0.0,Management,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,114.2,118.0,5,3,10.33,5,5,12.8,0.6,1.0,0.3277,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02364,Enrolled,,Informatics Engineering,Pemegang diploma spesialisasi teknologi,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,140.0,140.0,5,0,0.0,5,2,11.67,0.0,0.4,0.9557,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02365,Enrolled,,Agronomy,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Ya,Tidak,132.8,144.0,6,4,12.0,6,4,12.5,0.667,0.667,0.3539,prediksi model (mahasiswa masih aktif),Aman,Sedang
JJI-02366,Graduate,0.0,Journalism & Communication,Fase 3 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,121.5,125.0,6,6,13.83,6,6,14.5,1.0,1.0,0.1289,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02367,Enrolled,,Animation & Multimedia Design,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,23,21-23 th,Lunas,Ya,Tidak,Ya,127.2,131.0,17,13,12.15,17,11,11.91,0.765,0.647,0.9411,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02368,Graduate,0.0,Equinculture,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,128.2,131.0,6,6,14.0,6,6,13.67,1.0,1.0,0.224,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02369,Enrolled,,Journalism & Communication,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,29,28-35 th,Menunggak,Tidak,Tidak,Ya,133.4,140.0,6,6,16.5,6,5,13.8,1.0,0.833,0.6447,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02370,Dropout,1.0,Equinculture,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,29,28-35 th,Lunas,Tidak,Tidak,Ya,120.0,133.1,5,1,18.0,5,3,13.33,0.2,0.6,0.9097,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02371,Enrolled,,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Laki-laki,Siang,20,≤20 th,Lunas,Tidak,Tidak,Tidak,140.0,140.0,6,6,11.29,6,5,11.78,1.0,0.833,0.2585,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-02372,Graduate,0.0,Animation & Multimedia Design,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,136.9,139.0,0,0,0.0,0,0,0.0,,,0.4415,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02373,Enrolled,,Animation & Multimedia Design,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,117.0,125.0,0,0,0.0,0,0,0.0,,,0.7606,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02374,Enrolled,,Advertising & Marketing Management,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,110.7,117.0,6,5,14.0,6,6,12.0,0.833,1.0,0.294,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-02375,Enrolled,,Equinculture,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,24,24-27 th,Lunas,Tidak,Tidak,Ya,160.0,150.0,5,4,13.75,5,3,12.0,0.8,0.6,0.7522,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02376,Dropout,1.0,Advertising & Marketing Management,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,21,21-23 th,Menunggak,Tidak,Tidak,Tidak,95.0,95.0,6,4,13.25,6,5,11.0,0.667,0.833,0.7308,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02377,Graduate,0.0,Management,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,25,24-27 th,Lunas,Tidak,Ya,Tidak,148.8,150.0,5,4,14.25,5,4,14.75,0.8,0.8,0.2581,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02378,Dropout,1.0,Management,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,32,28-35 th,Menunggak,Tidak,Tidak,Tidak,110.0,120.0,5,0,0.0,5,0,0.0,0.0,0.0,0.9986,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02379,Dropout,1.0,Management (kelas malam),Pindah program studi,Lajang,Laki-laki,Malam,26,24-27 th,Menunggak,Tidak,Tidak,Tidak,133.9,136.0,12,8,11.25,8,3,11.33,0.667,0.375,0.986,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02380,Graduate,0.0,Equinculture,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,125.7,133.0,6,6,13.5,6,6,12.5,1.0,1.0,0.1041,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02381,Graduate,0.0,Tourism,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Ya,Tidak,116.6,125.0,6,5,12.67,6,6,12.86,0.833,1.0,0.127,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02382,Graduate,0.0,Communication Design,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,141.0,127.0,6,6,15.17,6,6,12.33,1.0,1.0,0.0626,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02383,Dropout,1.0,Informatics Engineering,Pemegang gelar pendidikan tinggi lain,Lajang,Laki-laki,Siang,27,24-27 th,Lunas,Tidak,Tidak,Tidak,130.0,130.0,6,6,13.17,5,5,15.14,1.0,1.0,0.2361,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02384,Enrolled,,Agronomy,Pemegang diploma short cycle,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Ya,Tidak,Tidak,130.0,130.0,12,10,11.8,12,9,11.44,0.833,0.75,0.6746,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02385,Enrolled,,Informatics Engineering,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,20,≤20 th,Lunas,Tidak,Tidak,Tidak,115.8,127.0,5,4,11.5,5,0,0.0,0.8,0.0,0.9895,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02386,Graduate,0.0,Communication Design,Pemegang diploma spesialisasi teknologi,Lajang,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Tidak,Ya,140.0,140.0,6,6,14.5,6,6,11.33,1.0,1.0,0.1706,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02387,Enrolled,,Journalism & Communication,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,126.1,125.0,6,5,13.4,6,3,10.67,0.833,0.5,0.8129,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02388,Graduate,0.0,Animation & Multimedia Design,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Menunggak,Ya,Tidak,Ya,137.5,135.0,0,0,0.0,0,0,0.0,,,0.9439,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02389,Dropout,1.0,Management,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,120.8,132.0,5,4,10.8,5,2,12.5,0.8,0.4,0.632,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02390,Dropout,1.0,Social Service,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,28,28-35 th,Lunas,Tidak,Tidak,Tidak,136.5,110.0,5,0,0.0,5,0,0.0,0.0,0.0,0.9899,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02391,Dropout,1.0,Agronomy,Usia di atas 23 tahun,Menikah,Laki-laki,Siang,25,24-27 th,Menunggak,Ya,Tidak,Tidak,122.0,130.0,10,6,11.43,7,4,12.0,0.6,0.571,0.9856,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02392,Dropout,1.0,Agronomy,Pindah program studi,Lajang,Laki-laki,Siang,25,24-27 th,Lunas,Tidak,Tidak,Tidak,130.0,130.0,14,8,12.5,13,10,11.6,0.571,0.769,0.852,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02393,Enrolled,,Management,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,126.3,135.0,5,2,13.5,5,3,12.33,0.4,0.6,0.7273,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02394,Dropout,1.0,Tourism,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,26,24-27 th,Lunas,Tidak,Tidak,Tidak,98.0,133.1,6,0,0.0,6,0,0.0,0.0,0.0,0.9975,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02395,Graduate,0.0,Management,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,121.0,135.0,5,5,12.75,5,5,11.5,1.0,1.0,0.1531,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02396,Enrolled,,Journalism & Communication,Pindah program studi,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,124.2,128.0,6,3,11.33,6,3,12.33,0.5,0.5,0.9392,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02397,Dropout,1.0,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,25,24-27 th,Lunas,Tidak,Tidak,Tidak,130.0,140.0,6,0,0.0,6,0,0.0,0.0,0.0,0.9975,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02398,Enrolled,,Journalism & Communication,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,136.1,135.0,6,5,11.4,6,5,12.4,0.833,0.833,0.4709,prediksi model (mahasiswa masih aktif),Aman,Sedang
JJI-02399,Graduate,0.0,Journalism & Communication,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,132.8,131.0,6,6,14.43,6,6,14.57,1.0,1.0,0.1751,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02400,Graduate,0.0,Nursing,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,126.3,131.0,7,7,12.49,8,8,11.71,1.0,1.0,0.1058,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02401,Dropout,1.0,Social Service (kelas malam),Usia di atas 23 tahun,Bercerai,Laki-laki,Malam,45,>35 th,Lunas,Tidak,Tidak,Tidak,111.5,100.0,8,4,11.5,8,4,11.0,0.5,0.5,0.9268,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02402,Graduate,0.0,Management (kelas malam),Usia di atas 23 tahun,Menikah,Laki-laki,Malam,52,>35 th,Lunas,Tidak,Tidak,Tidak,118.2,140.0,5,5,11.2,5,5,12.8,1.0,1.0,0.3584,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02403,Dropout,1.0,Management,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,20,≤20 th,Menunggak,Tidak,Tidak,Ya,115.6,124.0,5,3,12.0,5,3,11.0,0.6,0.6,0.8897,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02404,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,117.8,130.0,8,7,15.89,8,7,15.89,0.875,0.875,0.1186,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02405,Dropout,1.0,Nursing,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,21,21-23 th,Menunggak,Ya,Tidak,Tidak,127.0,142.0,7,4,12.94,7,4,11.58,0.571,0.571,0.9706,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02406,Graduate,0.0,Social Service (kelas malam),Usia di atas 23 tahun,Menikah,Laki-laki,Malam,35,28-35 th,Menunggak,Tidak,Tidak,Tidak,140.0,150.0,6,6,14.0,6,6,14.17,1.0,1.0,0.3426,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02407,Graduate,0.0,Animation & Multimedia Design,Usia di atas 23 tahun,Menikah,Laki-laki,Siang,36,>35 th,Lunas,Tidak,Tidak,Ya,106.0,110.0,0,0,0.0,0,0,0.0,,,0.7732,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02408,Dropout,1.0,Nursing,Usia di atas 23 tahun,Bercerai,Laki-laki,Siang,47,>35 th,Menunggak,Ya,Tidak,Tidak,151.0,110.0,7,0,0.0,8,0,0.0,0.0,0.0,0.9999,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02409,Dropout,1.0,Management (kelas malam),Fase 3 - kuota umum,Lajang,Laki-laki,Malam,22,21-23 th,Lunas,Tidak,Tidak,Tidak,106.4,112.0,5,0,0.0,5,0,0.0,0.0,0.0,0.9921,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02410,Dropout,1.0,Management (kelas malam),Usia di atas 23 tahun,Menikah,Laki-laki,Malam,41,>35 th,Lunas,Tidak,Tidak,Ya,125.3,100.0,5,4,11.25,5,3,11.0,0.8,0.6,0.7839,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02411,Dropout,1.0,Informatics Engineering,Pemegang gelar pendidikan tinggi lain,Lajang,Laki-laki,Siang,26,24-27 th,Lunas,Tidak,Tidak,Tidak,130.0,130.0,5,0,0.0,5,0,0.0,0.0,0.0,0.9978,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02412,Dropout,1.0,Social Service (kelas malam),Usia di atas 23 tahun,Menikah,Perempuan,Malam,51,>35 th,Menunggak,Tidak,Tidak,Tidak,116.0,133.1,6,4,11.25,6,0,0.0,0.667,0.0,0.9981,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02413,Enrolled,,Management (kelas malam),Usia di atas 23 tahun,Menikah,Perempuan,Malam,43,>35 th,Lunas,Tidak,Tidak,Tidak,120.0,150.0,5,3,10.67,5,4,12.5,0.6,0.8,0.6816,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-02414,Graduate,0.0,Social Service (kelas malam),Usia di atas 23 tahun,Menikah,Perempuan,Malam,41,>35 th,Lunas,Tidak,Tidak,Ya,100.0,100.0,6,5,11.8,6,3,10.67,0.833,0.5,0.6791,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02415,Graduate,0.0,Management,Pindah program studi,Lajang,Laki-laki,Siang,23,21-23 th,Lunas,Tidak,Tidak,Ya,118.5,130.0,10,8,11.62,10,10,11.18,0.8,1.0,0.2828,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02416,Dropout,1.0,Social Service,Pindah program studi,Lajang,Laki-laki,Siang,22,21-23 th,Lunas,Tidak,Tidak,Ya,118.9,129.0,6,0,0.0,5,0,0.0,0.0,0.0,0.9953,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02417,Dropout,1.0,Communication Design,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,25,24-27 th,Lunas,Tidak,Ya,Ya,119.3,127.0,6,4,10.25,6,4,11.25,0.667,0.667,0.5037,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02418,Graduate,0.0,Management (kelas malam),Pindah program studi,Lajang,Laki-laki,Malam,25,24-27 th,Lunas,Tidak,Tidak,Ya,135.8,140.0,15,15,10.8,14,14,11.36,1.0,1.0,0.0615,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02419,Graduate,0.0,Animation & Multimedia Design,Pemegang diploma short cycle,Lajang,Laki-laki,Siang,22,21-23 th,Menunggak,Tidak,Ya,Ya,130.0,130.0,12,11,12.55,11,11,12.67,0.917,1.0,0.281,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02420,Enrolled,,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,24,24-27 th,Lunas,Tidak,Tidak,Tidak,129.8,133.1,7,7,13.57,6,5,13.4,1.0,0.833,0.22,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-02421,Dropout,1.0,Veterinary Nursing,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,47,>35 th,Lunas,Tidak,Tidak,Tidak,150.0,140.0,6,0,0.0,6,0,0.0,0.0,0.0,0.9963,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02422,Dropout,1.0,Management (kelas malam),Usia di atas 23 tahun,Menikah,Laki-laki,Malam,41,>35 th,Lunas,Tidak,Tidak,Ya,111.9,133.1,5,0,0.0,5,0,0.0,0.0,0.0,0.9971,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02423,Graduate,0.0,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,43,>35 th,Lunas,Tidak,Tidak,Ya,150.1,120.0,6,6,14.78,6,5,12.2,1.0,0.833,0.4772,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02424,Dropout,1.0,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,29,28-35 th,Lunas,Tidak,Tidak,Tidak,130.0,133.1,3,0,0.0,4,0,0.0,0.0,0.0,0.9827,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02425,Dropout,1.0,Informatics Engineering,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,30,28-35 th,Lunas,Tidak,Tidak,Tidak,128.0,120.0,2,0,0.0,2,0,0.0,0.0,0.0,0.9638,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02426,Dropout,1.0,Management,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,26,24-27 th,Menunggak,Tidak,Tidak,Tidak,102.5,133.1,4,0,0.0,5,0,0.0,0.0,0.0,0.998,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02427,Dropout,1.0,Management (kelas malam),Usia di atas 23 tahun,Lajang,Laki-laki,Malam,27,24-27 th,Menunggak,Tidak,Tidak,Tidak,102.5,133.1,5,0,0.0,5,0,0.0,0.0,0.0,0.9993,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02428,Graduate,0.0,Advertising & Marketing Management,Usia di atas 23 tahun,Menikah,Laki-laki,Siang,36,>35 th,Lunas,Tidak,Ya,Tidak,110.0,100.0,5,5,11.4,5,5,11.6,1.0,1.0,0.1473,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02429,Dropout,1.0,Agronomy,Usia di atas 23 tahun,Lajang,Laki-laki,Siang,29,28-35 th,Lunas,Tidak,Tidak,Tidak,114.0,133.1,9,6,11.67,7,6,10.86,0.667,0.857,0.5664,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-02430,Dropout,1.0,Informatics Engineering,Transfer,Lajang,Laki-laki,Siang,35,28-35 th,Lunas,Tidak,Tidak,Ya,128.2,120.0,10,7,11.29,8,5,13.0,0.7,0.625,0.8982,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-02431,Graduate,0.0,Journalism & Communication,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,116.5,128.0,6,4,11.5,6,5,12.6,0.667,0.833,0.3158,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-02432,Graduate,0.0,Management (kelas malam),Fase 1 - kuota umum,Lajang,Laki-laki,Malam,24,24-27 th,Lunas,Tidak,Ya,Tidak,149.3,172.0,5,5,16.0,5,5,16.0,1.0,1.0,0.0718,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02433,Dropout,1.0,Journalism & Communication,Fase 1 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,134.1,146.0,6,6,12.5,6,6,12.67,1.0,1.0,0.0886,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-02434,Enrolled,,Informatics Engineering,Fase 2 - kuota umum,Lajang,Laki-laki,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,126.6,135.0,5,4,12.0,5,3,13.0,0.8,0.6,0.7667,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-02435,Enrolled,,Veterinary Nursing,Pindah program studi,Menikah,Laki-laki,Siang,21,21-23 th,Lunas,Tidak,Tidak,Tidak,120.0,160.0,5,0,0.0,5,3,11.67,0.0,0.6,0.8686,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
